iter	MultiClass
250	0.02838523151
251	0.02833469822
252	0.0282710376
253	0.02807532128
254	0.02797118349
255	0.0278835033
256	0.02771531771
257	0.02748700458
258	0.02745267717
259	0.02730736517
260	0.0272593738
261	0.02704067711
262	0.02687479318
263	0.02684969072
264	0.02669966896
265	0.02652821485
266	0.02648978816
267	0.02645230291
268	0.02643254395
269	0.02637381996
270	0.02634281477
271	0.02632438232
272	0.02605070931
273	0.02601706929
274	0.02597174452
275	0.02594802467
276	0.0256976912
277	0.02542881548
278	0.0253802295
279	0.02527042076
280	0.02523194114
281	0.02497903568
282	0.02496435064
283	0.02469083954
284	0.0246739491
285	0.02453146753
286	0.02442404898
287	0.02429269971
288	0.02409904335
289	0.02405932817
290	0.02384567818
291	0.02382528797
292	0.02370627149
293	0.02366690647
294	0.02363089956
295	0.02347992961
296	0.02346233182
297	0.02326569964
298	0.02311259951
299	0.02302798522
300	0.02291495696
301	0.02289555743
302	0.02275521911
303	0.0226386646
304	0.02256612647
305	0.0224168295
306	0.02235704881
307	0.02225683934
308	0.02207959597
309	0.02205737826
310	0.02204646446
311	0.02197819115
312	0.02194725627
313	0.02188804034
314	0.021856088
315	0.02182270943
316	0.02158721183
317	0.02154540188
318	0.02136890756
319	0.02126203994
320	0.02119705717
321	0.02115394847
322	0.0210369021
323	0.02094093705
324	0.0208501072
325	0.02083697949
326	0.02082358494
327	0.02075585636
328	0.02072367762
329	0.02065001739
330	0.02062203486
331	0.02051180292
332	0.02041042025
333	0.02038281598
334	0.02035461097
335	0.0202637216
336	0.02017230423
337	0.0200213211
338	0.01990994454
339	0.01978526888
340	0.01967696046
341	0.01961443116
342	0.01958846035
343	0.01936727337
344	0.01926596365
345	0.01920167568
346	0.01906850741
347	0.01904583732
348	0.01892174126
349	0.01886020085
350	0.01884022273
351	0.01872428478
352	0.01867101381
353	0.01858354839
354	0.018434865
355	0.01839635921
356	0.01838125822
357	0.01827936452
358	0.01823656208
359	0.01818057498
360	0.01815715158
361	0.0180645377
362	0.01799074116
363	0.01797081226
364	0.01785327438
365	0.01770107349
366	0.01757279027
367	0.01751459913
368	0.01741809911
369	0.01735496515
370	0.01729201493
371	0.0172751804
372	0.01714295162
373	0.01707297961
374	0.01697210735
375	0.01695557985
376	0.0169419037
377	0.01690035802
378	0.01682954812
379	0.01672544592
380	0.01665784221
381	0.01663668297
382	0.01656266955
383	0.01653901688
384	0.01650040328
385	0.0164717312
386	0.01636571204
387	0.01630594277
388	0.0162907486
389	0.01618626631
390	0.01617028329
391	0.01616104532
392	0.01614380316
393	0.01606952874
394	0.01596528283
395	0.01591259578
396	0.01584525516
397	0.01580820519
398	0.01580128335
399	0.0157948481
400	0.01578421745
401	0.01574551427
402	0.01565997346
403	0.01562871466
404	0.01552118449
405	0.01545089173
406	0.01544196566
407	0.01536597655
408	0.01531608912
409	0.01526909726
410	0.01525903669
411	0.0152043437
412	0.01517790415
413	0.01510587335
414	0.0150700437
415	0.01501131175
416	0.01498122049
417	0.01484738292
418	0.01482715309
419	0.01474664543
420	0.01472938083
421	0.01471773067
422	0.01470873113
423	0.01462354
424	0.01456911018
425	0.01453861749
426	0.01447426266
427	0.01441325013
428	0.0143258928
429	0.01423155341
430	0.01421057002
431	0.01420043925
432	0.01413028991
433	0.0141256992
434	0.01411008022
435	0.01410565438
436	0.01409253943
437	0.01408503814
438	0.01407293462
439	0.01395336928
440	0.01392375005
441	0.01389613799
442	0.01385036975
443	0.01383549268
444	0.01381479033
445	0.01381282267
446	0.01378628426
447	0.01374883155
448	0.01369062216
449	0.0136781829
450	0.0136463743
451	0.01363701131
452	0.01355215767
453	0.01353217703
454	0.013428426
455	0.01336205126
456	0.0133571657
457	0.01330173227
458	0.01325527268
459	0.01324694254
460	0.013229524
461	0.01318011337
462	0.01316890042
463	0.01314581642
464	0.01310405355
465	0.01304112752
466	0.01298238893
467	0.01297075424
468	0.01296327355
469	0.01290683454
470	0.01282437221
471	0.01278453229
472	0.01273419672
473	0.01272795193
474	0.01270004186
475	0.01269241502
476	0.01265039559
477	0.01260532741
478	0.01253888695
479	0.01250962949
480	0.01248978474
481	0.0124745362
482	0.01241590379
483	0.01240311051
484	0.01239579428
485	0.01235338158
486	0.01234458564
487	0.01231288298
488	0.01229451149
489	0.01222582362
490	0.01216066077
491	0.01211534883
492	0.01207707038
493	0.01205380883
494	0.01198471205
495	0.01196821573
496	0.01196534544
497	0.01196082336
498	0.01191027774
499	0.01187567737
